Area,surface_id,type,files_symbols,reachability,entry_point,consumer,objective_id,task_id,test_coverage,runtime_evidence,observability,recovery,status
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-om-decode,rendering,"frontend/src/components/map/openMeteoProtocol.js:696 (hardcoded map-tiles.open-meteo.com), :719 addProtocol, :741 URL parse in try, :691/:722 window.__OM_PROTOCOL_SETTINGS__; decoder = @openmeteo/weather-map-layer 0.0.19",Active-reachable — every raster weather layer,"maplibregl.addProtocol('om', ...)",raster layers,WS-OBJ-101,"WS-CAN-0060 (colour-scale key, closed) — no task owns malformed-binary handling","frontend/src/components/map/layerColorScaleCoverage.test.js (scale keys, not binary)",Source read: no user-controlled host reaches the decoder; all malformed-.om handling is delegated to the third-party 0.0.x WASM package.,omUrlTrace.js / __OM_URL_TRACE__,transparent-tile path,Missing Test
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-dynamic-code,user-facing,"frontend/src/components/map/TruthOverlay.js:701 (static <style>); 7 ld+json JSON.stringify blocks (Explore.js:441, SpotHub.js:246, Profile.js:383, SinglePost.js:471, GalleryStorefront.js:224,260, ScheduledBookingHelpers.js:588); ExploreSearchResults.js:107; LocationPicker.js:129",Active-reachable,React render,DOM,NONE,NONE,NONE,"Counts: eval( = 0, new Function( = 0, dangerouslySetInnerHTML = 8. The ONE weather instance (TruthOverlay.js:701) was checked for interpolation: `${` occurrences inside the template = 0, i.e. a static @keyframes literal. The 7 ld+json blocks feed JSON.stringify output into a <script>, and JSON.stringify does not escape '<'.",none,none (no CSP — see SUR-SEC-response-headers),Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-backend-hazards,infrastructure,backend/ (all *.py),n/a,n/a,n/a,NONE,NONE,NONE,"verify=False / rejectUnauthorized:false / NODE_TLS_REJECT = 0; shell=True / os.system( in backend/services+routes = 0; pickle.load / yaml.load( non-test = 0. Control C6: needles requests.get, shell, yaml each returned 3 files, so the zeros are real and not a broken search.",n/a,n/a,Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-diag-hud-gate,user-facing,frontend/src/components/map/TruthOverlay.js:19-29 isDiagHudEnabled; MapWebGL.js:957 mount; MarineAnimTuner.js (same contract),Flag-gated — production OFF by default; ?diag=1 or localStorage __RAW_DIAG__='1' is a deliberate opt-in; '0' suppresses everywhere; storage exception fails CLOSED,MapWebGL render,developer/owner,WS-OBJ-506,WS-CAN-0063 (closed),frontend/src/__tests__/truthOverlayGate.test.js,"Source read at :10-29, including the 2026-07-19 header recording that it was previously mounted unconditionally and that this gate was the fix.",self-describing,fails closed,Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-window-globals,state-lifecycle,frontend/src — 433 distinct __RAW_/__OM_/__WEATHER_/__MARINE_ globals,"Active-reachable, ungated in production",window/globalThis assignment,"kill switches, diagnostics, probes",NONE (SOTA B12 marks the kill-switch discipline MET),NONE,NONE (as a class),`grep -rhoE '__(RAW|OM|WEATHER|MARINE)_[A-Z0-9_]+__' frontend/src | sort -u | wc -l` = 433. `grep -rnI NODE_ENV frontend/src | grep -iE '__RAW_|__BACKEND_URL__|__MARINE_'` = 0 rows while control C4 confirms NODE_ENV production gates exist elsewhere -> none of the 433 is production-gated.,self-describing by name,n/a,Complete
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-backend-url-override,data,"frontend/src/lib/apiClient.js:23 (module-scope BACKEND_URL, localStorage read BEFORE process.env) and :52-61 (Bearer interceptor); LayerAccessResolver.js:32-33; useOpenMeteoForecast.js:153-154","Active-reachable, ungated, persisted",module import of apiClient,EVERY backend API call including all weather routes,NONE,NONE,NONE — frontend/src/lib/apiClient.test.js matches 'BACKEND_URL' but grep '__BACKEND_URL__' in that file returns NO MATCHES,"Source read at HEAD. One persisted localStorage string redirects every request, with Authorization: Bearer attached, to an arbitrary origin, and survives reloads and restarts. Three independent re-implementations of the same override.",NONE — no UI or telemetry states that the backend has been swapped,none,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-localstorage-flags,state-lifecycle,"44 distinct localStorage keys in frontend/src; data-path ones: force_marine_fallback, force_wind_fallback, __RAW_DISABLE_RATINGS_CDN__, __USE_BACKEND_{WIND,WEATHER,MARINE_SYSTEM,ICON_MARINE,COPERNICUS}_SERVICE__","Active-reachable, persisted",localStorage,weather data path,WS-OBJ-301,WS-CAN-0022 (names 'persisted force_*_fallback keys'),NONE,Python extractor over frontend/src (the grep+sed version failed its control and reported 1 — see method notes). 44 keys enumerated.,__MARINE_*_DIAG__ globals,none,Missing Task
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-weather-route-authz,infrastructure,backend/routes/weather.py — /products:56 /grid_series:75 /grid:106 /point:170 /spot-ratings:462 /buoy-calibration:626 /report-calibration:638 /status:650 /capabilities:706 POST /client-diagnostics:715 /diagnostics-log:758 (only :759 has get_current_admin); backend/core/rate_limiter.py,"Active-reachable, unauthenticated, unrate-limited",public HTTP,anyone,NONE,NONE (WS-CAN-0064 owns /conditions/batch as LATENCY only),"backend/tests/test_weather_api.py (functional, not authz/limits)","`grep -rnIl 'rate_limit' backend/routes/weather.py backend/routes/surf_data/` -> zero rows, while control C5 finds rate_limit in auth_pkg/auth.py:14, admin/content_mgmt.py, admin/system.py. No weather route is rate limited, including a minute-long p50 route (WS-CAN-0064).",request_telemetry middleware (server.py:499),none,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-client-diagnostics-post,data,"backend/routes/weather.py:715-756 (:723 raw f-string of event_type, :736-739 logger, :741 append to backend/diagnostics.log, :755 str(e) on the wire); schemas.py:328-337 ClientDiagnosticReport (no max_length on any str, details is an unbounded Dict); read back by :758-759","Active-reachable, unauthenticated, unrate-limited, the ONLY client-to-server transport in the system",POST /api/weather/client-diagnostics,backend/diagnostics.log -> GET /diagnostics-log (admin),WS-OBJ-504 (which intends to SCALE this transport),WS-CAN-0020 (build the uplink) / WS-CAN-0063 (closed: field honesty only),"backend/tests/test_weather_api.py; backend/tests/test_measure_or_refuse_last_two_surfaces.py (both cover the FPS honesty fix, not exposure)","Source + schema read at HEAD. event_type is a raw str interpolated directly into the log line and Python does not escape newlines in a raw str -> forged log lines into both diagnostics.log and the logger stream, then served to an admin. details is a Dict whose repr escapes newlines, so that field is NOT a vector. No size cap, no rotation, no retention on the file.",the endpoint IS the observability — which is the problem,none,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-dep-pinning,infrastructure,"backend/requirements.txt; backend/requirements-dev.txt; frontend/package.json; frontend/package-lock.json (lockfileVersion 3, tracked); netlify.toml:3; .github/workflows/{ci.yml:40,146,186, e2e-tests.yml:105, lighthouse.yml:30, marine-nightly.yml:41}",Prod-only divergence (Netlify) vs CI,deploy build,the artifact users receive,"NONE (SOTA A18 covers build IDENTITY, not dependency resolution)",NONE,NONE,"SEC-M08: backend 41/41 and 5/5 pinned with ==. frontend dependencies 71 total, 68 caret ranges, 3 exact. Netlify runs `npm install --legacy-peer-deps`; all five CI lanes run `npm ci`. The lockfile is committed and the production build does not use it.",none,none,Missing Objective
SECURITY + DATA INTEGRITY + SUPPLY CHAIN (audit spec §21) — ,SUR-SEC-dep-vulns,infrastructure,"frontend/package.json: react-scripts 5.0.1 (exact), axios ^1.8.4, react-router-dom ^7.5.1, @openmeteo/weather-map-layer ^0.0.19, maplibre-gl ^5.24.0",Mixed — most advisories are build/dev-time react-scripts transitives; two runtime highs do not apply,npm install,build toolchain + shipped bundle,NONE,NONE,NONE,"SEC-M06: `npm audit --json` (read-only, --fix NOT run) -> {critical: 2, high: 22, moderate: 8, low: 14, total: 46}. Criticals shell-quote, websocket-driver (both build-time). Runtime highs killed on inspection: axios advisory is the Node HTTP adapter (browser adapter used here); react-router advisory is SSR deserializeErrors (no SSR in this CRA SPA). Dev-machine risks that DO bite on Windows: webpack-dev-server source theft, launch-editor NTLMv2 disclosure.","none — no Dependabot, no audit in any CI lane (marine-nightly.yml:41 passes --no-audit)",none,Missing Objective
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-marine-custom-layer,rendering,"frontend/src/components/map/WebGLMarineCustomLayer.js:78 (type:'custom'), :82 onAdd, :113 render, :352 onRemove; LAYER_ID='webgl-marine-particles'",Active-reachable,"WebGLMarineLayer.js:847 createCustomLayer(...) -> :859 mapInstance.addLayer(customLayer, targetBeforeId), re-driven on every 'styledata'/'style.load'",MapLibre painter; the marine heatmap + particle field the user sees,WS-OBJ-001 / WS-OBJ-101,"WS-CAN-0001, WS-CAN-0013, WS-CAN-0043",WebGLMarineCustomLayer.errorBurst.test.js; marineRefeedGuard.test.js; ~20 WebGLMarineEngine.*.test.js,12.1 LV-04/LV-05 read __RAW_GPU__ live on dev--rawsurf.netlify.app; 12.1 recordings zoomcap.js/transientcap.js composite real frames,"__MARINE_ENGINE__, __MARINE_CHURN__, __WEBGL_MARINE_UPLOAD_DIAG__, recordTruthStage",onError -> setWebglMarineFailed -> MarineParticleCanvas; error-burst decay 10 s (shouldResetErrorBurst),Complete
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-marine-engine,rendering,"frontend/src/components/map/WebGLMarineEngine.js (3,205 LOC) + WebGLMarineEngineInit.js (initEngine :104 / disposeEngine :243) + WebGLMarineShaders.js + WebGLMarineParticleShaders.js",Active-reachable,new WebGLMarineEngine() at WebGLMarineLayer.js:840; engine.init(gl) from the custom layer's onAdd,the map canvas (shared MapLibre WebGL2 context),"WS-OBJ-001, WS-OBJ-301","WS-CAN-0011, WS-CAN-0013","WebGLMarineEngine.*.test.js (~20 files), WebGLMarineShaders.test.js",LV-04 __RAW_GPU__ live read; convergence map records live textureCount 2 / framebufferCount 1,"__RAW_GPU__ (236 refs), frameTimeHistogram, droppedFrameCounter, advFboStatus",disposeEngine on onRemove; identity-guarded __MARINE_ENGINE__ clear (WS-CAN-0001),Missing Observability
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-marine-texture-encoder,rendering,"WebGLMarineTextureEncoder.js:458-538,700-762 (11 createTexture, 2 raw gl.createTexture at :521/:707); WebGLMarineTextureState.js:60 createTexture + :84 noteTextureCreated",Active-reachable,"engine.setWaveData -> encodeMarineTexture, called from safeUploadWaveData on every data commit",the marine shader's u_waveTexture/u_oceanMaskTexture samplers,WS-OBJ-301,WS-CAN-0013,"WebGLMarineTextureEncoder.{canonicalFields,confidence,dilation,stateScope}.test.js; textureAccounting.test.js",NONE for the accounting path at HEAD,__RAW_GPU__.textureCount / gpuMemoryEstimate / textureUploadCount,allocatedTextures rollback on throw (:755),Missing Test
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-marine-mask-raster,rendering,"WebGLMarineMaskRenderer.js (724 LOC, 7 getContext('2d'), 4 createElement('canvas')); maskSmoothing.js; marineMaskShelter.js; inlandWaterGuard.js; maskCoastSDF.js",Active-reachable,"renderMaskToCanvas() from WebGLMarineTextureEncoder.js:513,~690; refreshMaskWithBasemapWater from WebGLMarineLayer.js:832",the mask texture uploaded to the marine shader,WS-OBJ-001,WS-CAN-0032,"WebGLMarineMaskRenderer.{antimeridianRing,sourceReady,widthTier}.test.js; maskCoastSDF.test.js; maskSmoothing.test.js",11.4 Gate E recorded 277 mask calls / 19 viewport changes,"__RAW_MASK_INPUT_HASH__, __RAW_MASK_PATCH_CARRY_LAST__, mask_rebuild ring events","grid-mask fallback on any throw (:737,:746)",Complete
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-marine-fallback-canvas,rendering,GPUMarineLayer.js (574 LOC) export MarineParticleCanvas; getContext('2d') :298; coordinator.register :546,Fallback-only,"MapWebGL.js:1040, rendered only in the `webglMarineFailed` arm of the ternary",DOM canvas #marine-canvas-layer over the map,WS-OBJ-103,WS-CAN-0022,NONE (unit). e2e sets localStorage force_marine_fallback at weather-simulation.spec.js:262,11.0 D-02 (static); no runtime frame capture,none of its own,n/a — it IS the recovery arm,Missing Test
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-wind-custom-layer,rendering,"WebGLWindLayer.js:18 LAYER_ID='webgl-wind-particles', :29 type:'custom', :32 onAdd, :193 onRemove, :267 addLayer",Active-reachable,MapWebGL.js:1071 <WebGLWindLayer> behind !webglWindFailed,MapLibre painter; the wind particle field,WS-OBJ-001,"WS-CAN-0011, WS-CAN-0012","windParticle*.test.js, windTwoTexture.test.js, windVortexLevers.test.js, WebGLWindShaders.test.js",NONE at HEAD,"__WIND_SERIES_DIAG__, __WIND_COVERAGE_STATUS__",onError -> setWebglWindFailed -> WindParticleOverlay; v3.15 10 s error recovery,Complete
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-wind-engine,rendering,"WebGLWindEngine.js (1,094) + WebGLWindEngineInit.js (initEngine :39 / disposeEngine :175) + WebGLWindUtils.js + WindColorRamp.js + WebGLWindShaders.js",Active-reachable,new WebGLWindEngine() in WebGLWindLayer; engine.init(gl) from onAdd,the shared map GL context,"WS-OBJ-001, WS-OBJ-301","WS-CAN-0011, WS-CAN-0012","windFieldLut.test.js, windRespawnLngWrap.test.js, deviceTier.windRes.test.js and 6 others",NONE at HEAD,no __RAW_GPU__ participation at all — 21 raw gl.deleteTexture bypass safeDeleteTexture,disposeEngine on onRemove,Missing Observability
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-wind-fallback-canvas,rendering,"WindParticleOverlay.js (518 LOC), getContext('2d') :219, coordinator.register :487, deps [mapInstance] :498",Fallback-only,"MapWebGL.js:1081, `webglWindFailed` arm only",DOM canvas #wind-particle-overlay,WS-OBJ-103,WS-CAN-0022,NONE. force_wind_fallback is set by no test and no tool — grep over frontend/src + frontend/e2e returns only MapWebGL.js:95,NONE,none of its own,n/a,Missing Test
"FRONTEND RENDERING SURFACES — MapLibre custom layers, WebGL ",SUR-FE-canvas-anim-coordinator,state-lifecycle,"CanvasAnimationCoordinator.js — start :86, stop :94, dispose :100, _doAnimate :117, dormancy setTimeout :133",Fallback-only (registers only when a Canvas2D fallback mounts),getAnimationCoordinator() from GPUMarineLayer.js:374 and WindParticleOverlay.js:255; disposed at MapWebGL.js:692,the two Canvas2D fallback renderers,WS-OBJ-301,WS-CAN-0022,NONE,NONE,console '[Coordinator] Metrics:' every 1800 frames,stop()/dispose() cancel the RAF and the dormancy timer,Missing Test
